0, Convolution2DFunction, 9.956394440140198e-05
1, BatchNormalization, 5.784647699468782e-05
2, ReLU, 3.2843766350812254e-05
3, Convolution2DFunction, 6.062542106658156e-05
4, BatchNormalization, 5.635290566147183e-05
5, ReLU, 3.211924791527146e-05
6, Convolution2DFunction, 6.008036182597177e-05
7, BatchNormalization, 5.564901756672307e-05
8, ReLU, 3.180567033672742e-05
9, Convolution2DFunction, 5.955854742508257e-05
10, BatchNormalization, 5.606879043057569e-05
11, ReLU, 3.167186234188291e-05
12, Convolution2DFunction, 5.9530649837664515e-05
13, BatchNormalization, 5.5957379173861186e-05
14, ReLU, 3.16903743358336e-05
15, Convolution2DFunction, 5.982415382005177e-05
16, BatchNormalization, 5.609751367010095e-05
17, ReLU, 3.267587832489668e-05
18, Convolution2DFunction, 5.979139220919349e-05
19, BatchNormalization, 5.6942972756224785e-05
20, ReLU, 3.255010552718496e-05
21, Convolution2DFunction, 6.663409512005545e-05
22, BatchNormalization, 5.639440327770917e-05
23, ReLU, 3.216723193412227e-05
24, Convolution2DFunction, 6.066744356900238e-05
25, BatchNormalization, 5.595955517175757e-05
26, Convolution2DFunction, 5.47984127132226e-05
27, BatchNormalization, 5.6011759949290863e-05
28, Add, 4.084863650829134e-05
29, ReLU, 3.24363231137414e-05
30, Convolution2DFunction, 6.257283230107291e-05
31, BatchNormalization, 5.663151686559301e-05
32, ReLU, 3.206661750734913e-05
33, Convolution2DFunction, 6.111802907734944e-05
34, BatchNormalization, 5.619994566850258e-05
35, ReLU, 3.253162232756334e-05
36, Convolution2DFunction, 6.0626182678526276e-05
37, BatchNormalization, 5.574628800470477e-05
38, ReLU, 3.199225274205742e-05
39, Convolution2DFunction, 6.049988823048653e-05
40, BatchNormalization, 5.630464005428363e-05
41, ReLU, 3.2789843204037125e-05
42, Convolution2DFunction, 9.564975157119732e-05
43, BatchNormalization, 5.576976960618065e-05
44, ReLU, 3.203857914724004e-05
45, Convolution2DFunction, 6.490960257202308e-05
46, BatchNormalization, 5.678072645859727e-05
47, Convolution2DFunction, 5.7324765044449485e-05
48, BatchNormalization, 5.622801280161492e-05
49, Add, 4.032904608415017e-05
50, ReLU, 3.235283194459228e-05
51, Convolution2DFunction, 6.503269044198474e-05
52, BatchNormalization, 5.681065927296747e-05
53, ReLU, 3.206848633596778e-05
54, Convolution2DFunction, 6.163881034702087e-05
55, BatchNormalization, 5.720743368482089e-05
56, ReLU, 3.250489595497637e-05
57, Convolution2DFunction, 6.158546952605313e-05
58, BatchNormalization, 5.683483525924297e-05
59, ReLU, 3.26479167532191e-05
60, Convolution2DFunction, 6.168320385608841e-05
61, BatchNormalization, 5.6622150486240285e-05
62, ReLU, 3.2682991954545464e-05
63, AveragePooling2D, 3.772657629083813e-05
64, Reshape, 2.0896355282947533e-05
65, LinearFunction, 0.00011875421431436992
