0, Convolution2DFunction, 0.0002309619395990012
1, BatchNormalization, 0.00022225276539993501
2, ReLU, 8.670976239591255e-05
3, Copy, 8.27341660982711e-05
4, Convolution2DFunction, 0.00012828682537227825
5, Copy, 5.9876860781386755e-05
6, BatchNormalization, 0.00018080306559404563
7, ReLU, 8.050138050275564e-05
8, Convolution2DFunction, 0.0003164349724100248
9, BatchNormalization, 0.0002205084852164873
10, ReLU, 9.450549919547484e-05
11, Copy, 8.190461670419609e-05
12, Convolution2DFunction, 9.005141440033913e-05
13, Copy, 5.958047037199096e-05
14, BatchNormalization, 0.00018181321559768547
15, ReLU, 8.750729220282665e-05
16, Convolution2DFunction, 0.00031307255878909926
17, BatchNormalization, 0.0002218988552054725
18, ReLU, 9.533050029967853e-05
19, Copy, 8.226221370459825e-05
20, Convolution2DFunction, 9.044148160442702e-05
21, Copy, 5.961707197092481e-05
22, BatchNormalization, 0.0001815207631989324
23, ReLU, 8.75983210036793e-05
24, Convolution2DFunction, 0.00031622145499859473
25, BatchNormalization, 0.00022138069859556708
26, ReLU, 9.84418061992983e-05
27, Copy, 8.279534259636421e-05
28, Convolution2DFunction, 8.935650878921152e-05
29, Copy, 5.3648425612412445e-05
30, BatchNormalization, 0.00015783138211045297
31, ReLU, 6.0236273202281155e-05
32, Convolution2DFunction, 0.000272421370993834
33, BatchNormalization, 0.0001677268323033786
34, Convolution2DFunction, 0.00019194730749641167
35, BatchNormalization, 0.0001669251399973291
36, Add, 2.7048156989985728e-05
37, ReLU, 6.301412231641735e-05
38, Copy, 7.457163110830151e-05
39, Convolution2DFunction, 9.287237120047228e-05
40, Copy, 5.4249760003202477e-05
41, BatchNormalization, 0.00015878017549457582
42, ReLU, 5.9390398296091006e-05
43, Convolution2DFunction, 0.0002897004000047673
44, BatchNormalization, 0.0001749554329086095
45, ReLU, 6.573520530073437e-05
46, Copy, 7.509757831248863e-05
47, Convolution2DFunction, 9.537767994105803e-05
48, Copy, 5.4965225600638065e-05
49, BatchNormalization, 0.0001636432835868618
50, ReLU, 6.112855710180157e-05
51, Convolution2DFunction, 0.0003117027885013158
52, BatchNormalization, 0.00016951526621160156
53, ReLU, 6.376095618106774e-05
54, Copy, 7.472543510357355e-05
55, Convolution2DFunction, 0.00011737376317903391
56, Copy, 5.073519681282466e-05
57, BatchNormalization, 0.00014679501098980837
58, ReLU, 4.216649961181247e-05
59, Convolution2DFunction, 0.00029494232730867227
60, BatchNormalization, 0.00014662175380253758
61, Convolution2DFunction, 0.00018227034390838525
62, BatchNormalization, 0.00014597330109045287
63, Add, 2.5697889811817732e-05
64, ReLU, 4.458038828815916e-05
65, Copy, 7.081597050237178e-05
66, Convolution2DFunction, 8.33075929868982e-05
67, Copy, 5.2029897628166796e-05
68, BatchNormalization, 0.00014711942171197735
69, ReLU, 4.10208363111451e-05
70, Convolution2DFunction, 0.0002958968932091011
71, BatchNormalization, 0.000147979007392496
72, ReLU, 4.643294930774573e-05
73, Copy, 7.063822870150033e-05
74, Convolution2DFunction, 8.197922498397651e-05
75, Copy, 5.1112732781843506e-05
76, BatchNormalization, 0.0001472227216088868
77, ReLU, 3.877482120442437e-05
78, Convolution2DFunction, 0.0002946402606054107
79, BatchNormalization, 0.00014799518029722094
80, ReLU, 4.4785583792690885e-05
81, AveragePooling2D, 0.00024224189709966596
82, Reshape, 1.4170757578540361e-05
83, LinearFunction, 3.8578106390741596e-05
